direccion,latitud,longitud,distrito,tipo_contenedor
"Jr. Bolívar 639, Magdalena del Mar 15076, Peru",-12.095852624760232,-77.0646672398381,MAGDALENA DEL MAR,Superficial
"Jr.Leoncio Prado 479, Magdalena del Mar 15086, Peru",-12.0937954552072,-77.07374835486688,MAGDALENA DEL MAR,RAEE
"Jr. Faustino Sánchez Carrión 310, Magdalena del Mar 15076, Peru",-12.096913795690476,-77.06136737525892,MAGDALENA DEL MAR,Aceite usado
"Av. del Ejército 600, Magdalena del Mar 15076, Peru",-12.09762870649794,-77.06465696368055,MAGDALENA DEL MAR,Aceite usado
"Av. Brasil 3538, Magdalena del Mar 15086, Peru",-12.091802348879977,-77.06771285160053,MAGDALENA DEL MAR,Soterrado
"Av Antonio José de Sucre 418, Magdalena del Mar 15086, Peru",-12.095196515400024,-77.07164651825799,MAGDALENA DEL MAR,RAEE
"VWXJ+R4M, Magdalena del Mar 15076, Peru",-12.100207774800662,-77.06967585491006,MAGDALENA DEL MAR,Superficial
"Jirón Echenique 381, Magdalena del Mar 15086, Peru",-12.09305778755628,-77.07570143548982,MAGDALENA DEL MAR,RAEE
"Av. Parque Gonzales Prada 471, Magdalena del Mar 15076, Peru",-12.091843696763595,-77.06499838116929,MAGDALENA DEL MAR,Aceite usado
"Jiron Mariscal Ramon Castilla 1225, Magdalena del Mar 15086, Peru",-12.085177930638704,-77.07178774946019,MAGDALENA DEL MAR,Superficial
"VWWM+PRJ ""Esperanza"" Canine Park, Magdalena del Mar, Peru",-12.102155420262491,-77.06667963398006,MAGDALENA DEL MAR,RAEE
"Tienda 106, Castilla 557, Magdalena del Mar 15086, Peru",-12.09171733555701,-77.0740040621931,MAGDALENA DEL MAR,RAEE
"Jr. Tacna 752, Magdalena del Mar 15086, Peru",-12.091642810637694,-77.07099084894298,MAGDALENA DEL MAR,Aceite usado
"caballero de los mares Park, Circuito de Playas, Magdalena del Mar, Peru",-12.09964703795404,-77.0720878010995,MAGDALENA DEL MAR,Aceite usado
"Jirón Tarapacá 144, Lima 15086, Peru",-12.090788842712849,-77.06768782526912,MAGDALENA DEL MAR,Reciclaje
"Jirón Domingo Ponte 1134, Magdalena del Mar 15076, Peru",-12.090875163172008,-77.06157505505546,MAGDALENA DEL MAR,Soterrado
"Av. Parque Gonzales Prada 493, Magdalena del Mar 15076, Peru",-12.09142706642288,-77.06480901924277,MAGDALENA DEL MAR,Superficial
"Jr. Bolívar 605, Magdalena del Mar 15076, Peru",-12.094553520174957,-77.06474676717603,MAGDALENA DEL MAR,Reciclaje
"Av. del Ejército 600, Magdalena del Mar 15076, Peru",-12.097807699699604,-77.06682193544941,MAGDALENA DEL MAR,Reciclaje
"UNI, Rimac N° 730, Magdalena del Mar 15076, Peru",-12.093450200579976,-77.06167353076134,MAGDALENA DEL MAR,Superficial
"Jirón Moore 367, Magdalena del Mar 15076, Peru",-12.09553944051637,-77.06778147386132,MAGDALENA DEL MAR,RAEE
"Av. Javier Prado Oeste 795, Magdalena del Mar 15076, Peru",-12.093014485104542,-77.06079494646272,MAGDALENA DEL MAR,Aceite usado
"Jirón Domingo Ponte 1025, Magdalena del Mar 15076, Peru",-12.091873643899593,-77.0628730279611,MAGDALENA DEL MAR,Aceite usado
"Jr. Rodolfo Rutte 296, Lima 15076, Peru",-12.094113208417056,-77.06550875953887,MAGDALENA DEL MAR,RAEE
"Jr. Rodolfo Rutte 422, Lima 15076, Peru",-12.092963943764737,-77.06446305580545,MAGDALENA DEL MAR,Reciclaje
"Av. Brasil 3878, Magdalena del Mar 15086, Peru",-12.09459556126141,-77.07022807176357,MAGDALENA DEL MAR,Superficial
"Grau 766, Magdalena del Mar 15086, Peru",-12.091300037135165,-77.07558846836443,MAGDALENA DEL MAR,Reciclaje
"VWWQ+3Q6, Av. Mar Mediterráneo, Magdalena del Mar 15076, Peru",-12.104623604010907,-77.06040293938241,MAGDALENA DEL MAR,Reciclaje
"Jirón Daniel Carrión 999, Magdalena del Mar 15076, Peru",-12.088068113275906,-77.06281193629086,MAGDALENA DEL MAR,Reciclaje
"Jr. Bolívar 603, Lima 15076, Peru",-12.094365012192322,-77.06488053105632,MAGDALENA DEL MAR,Superficial
"Av. Guardia Civil 951, San Isidro 15036, Peru",-12.101218762509582,-77.01350894211842,SAN ISIDRO,Soterrado
"Orden y Libertad 215, San Isidro 15036, Peru",-12.10136231210786,-77.01258484817215,SAN ISIDRO,RAEE
"C. Victor Maúrtua 425, San Isidro 15073, Peru",-12.109624465738335,-77.04503476765079,SAN ISIDRO,RAEE
"C. Carlos Porras Osores 210, San Isidro 15076, Peru",-12.093438244248588,-77.05026386798377,SAN ISIDRO,RAEE
"Av. Camino Real 456, San Isidro 15073, Peru",-12.097871227255458,-77.03678691633226,SAN ISIDRO,Reciclaje
"Av. Javier Prado Oeste 1692, San Isidro 15073, Peru",-12.094102659987533,-77.04818778139548,SAN ISIDRO,RAEE
"Jiron Jose Matias Manzanilla 195, San Isidro 15073, Peru",-12.10301566005862,-77.04572234738636,SAN ISIDRO,Aceite usado
"Av Coronel Pedro Portillo 102, San Isidro 15076, Peru",-12.099335333403106,-77.05077250095687,SAN ISIDRO,Soterrado
"Clemente X 193, Magdalena del Mar 15076, Peru",-12.093085857749092,-77.05559618271899,SAN ISIDRO,Superficial
"Av. Octavio Espinosa 155, San Isidro 15076, Peru",-12.103500051854208,-77.05218115973967,SAN ISIDRO,Superficial
"Av. Sta. Cruz 252, Jesús María 15073, Peru",-12.105312004684857,-77.03307812874431,SAN ISIDRO,Aceite usado
"C. 28 136, Lima 15036, Peru",-12.104872242056592,-77.01524070590183,SAN ISIDRO,Reciclaje
"Costa Verde 4022, Lima 15076, Peru",-12.110347549848916,-77.05737337549473,SAN ISIDRO,Aceite usado
"C. Punta Negra 335, San Isidro 15076, Peru",-12.106097192496293,-77.05776034573212,SAN ISIDRO,Aceite usado
"C. Miguel Dasso 155, San Isidro 15073, Peru",-12.106359562101431,-77.03989872606945,SAN ISIDRO,RAEE
"C. Los Manzanos 351, San Isidro 15076, Peru",-12.098172468477882,-77.05234658592163,SAN ISIDRO,Superficial
"Hermasia Paget Park, C. Carlos Graña 100, San Isidro 15073, Peru",-12.104979906664726,-77.04497418191893,SAN ISIDRO,Soterrado
"Calle Alferez, C. Alfredo Salazar 925, San Isidro 15073, Peru",-12.106448274865164,-77.04468323601935,SAN ISIDRO,Soterrado
"Av. Aurelio Miró Quesada 278, San Isidro 15073, Peru",-12.099917667076712,-77.04253229577719,SAN ISIDRO,Reciclaje
"dpto 101, Av. Guardia Civil 1026, San Isidro 15036, Peru",-12.101910147068969,-77.01445947113496,SAN ISIDRO,Aceite usado
"Av. Dos de Mayo 1415, San Isidro 15073, Peru",-12.092333428628942,-77.04561830032343,SAN ISIDRO,Reciclaje
"WX4J+3W2, Milanos, San Isidro 15036, Peru",-12.09493003490492,-77.01769769213757,SAN ISIDRO,RAEE
"C. 19 190, Lima 15036, Peru",-12.096949098609509,-77.01467371422947,SAN ISIDRO,Aceite usado
"C. Alberto Arca Parro 233, San Isidro 15073, Peru",-12.106170208241911,-77.03598355475212,SAN ISIDRO,RAEE
"WX5H+27F Colegio San Agustín, Av. Javier Prado Este 980, San Isidro 15036, Peru",-12.091401690346151,-77.02159547639444,SAN ISIDRO,Reciclaje
"Jr. Mrcal. William Miller 2557, Lince 15073, Peru",-12.0899196547499,-77.03629906711711,SAN ISIDRO,Aceite usado
"C. Baltazar La Torre 672, San Isidro 15076, Peru",-12.099034550865252,-77.05542804149901,SAN ISIDRO,Aceite usado
"Jiron las Moreras 352, San Isidro 15076, Peru",-12.09832527556124,-77.05143458991334,SAN ISIDRO,Aceite usado
"Calle Carlos Graña Elizalde 108, San Isidro 15073, Peru",-12.104628162041925,-77.04399407564603,SAN ISIDRO,Reciclaje
"C. Alfredo Salazar 661, San Isidro 15073, Peru",-12.107132327376354,-77.0417351186391,SAN ISIDRO,Reciclaje
"Ca. los Cipreses 310, San Isidro 15073, Peru",-12.093556156509704,-77.04103454550349,SAN ISIDRO,Soterrado
"Chacarilla 447, San Isidro 15046, Peru",-12.10070101334502,-77.02953634982143,SAN ISIDRO,RAEE
"C. Juan Norberto Eléspuru 198, San Isidro 15076, Peru",-12.09619994242136,-77.05179357471447,SAN ISIDRO,RAEE
"Jiron Moshe Ben Maimon Maimonides 445, San Isidro 15076, Peru",-12.099592837511915,-77.05233429360571,SAN ISIDRO,Superficial
"C. Antequera 875, San Isidro 15046, Peru",-12.094579185879496,-77.027476982962,SAN ISIDRO,RAEE
"Av. Aurelio Miró Quesada 350, San Isidro 15073, Peru",-12.09914749366524,-77.0433569685357,SAN ISIDRO,RAEE
"Av. Gral. Juan Antonio Pezet 345, San Isidro 15073, Peru",-12.102511447913582,-77.04148882173206,SAN ISIDRO,Aceite usado
"Av. Guardia Civil 645, San Borja 15034, Peru",-12.095941002427024,-77.01100696754042,SAN ISIDRO,Aceite usado
"Clemente X 375, San Isidro 15076, Peru",-12.094836205502208,-77.05652078004313,SAN ISIDRO,Aceite usado
"Ca. Teniente Jose Romanet 137, San Isidro 15076, Peru",-12.103336586161747,-77.04892513879894,SAN ISIDRO,Reciclaje
"Av. Javier Prado Oeste 1863, San Isidro 15076, Peru",-12.095066337280484,-77.05006947382584,SAN ISIDRO,Soterrado
"C. Manzanilla 115, San Isidro 15073, Peru",-12.102242693560507,-77.04533474116212,SAN ISIDRO,RAEE
"Institución Educativa N' 1065 Maria Reiche, Av. Augusto Pérez Araníbar 1699, San Isidro 15076, Peru",-12.107274608887156,-77.05499014638441,SAN ISIDRO,Aceite usado
"C. 2 199, San Isidro 15076, Peru",-12.10703400824483,-77.05765304353135,SAN ISIDRO,RAEE
"C. Los Nogales 472, San Isidro 15073, Peru",-12.096665360170114,-77.04476492838262,SAN ISIDRO,Superficial
"Av. Javier Prado Oeste 5, San Isidro 15073, Peru",-12.094165973470178,-77.0443738472743,SAN ISIDRO,Aceite usado
"Ca. Teniente Jose Romanet 132, San Isidro 15076, Peru",-12.103545373091434,-77.04912800373108,SAN ISIDRO,Reciclaje
"Ca. Manuel Ugarte y Moscoso 1045, San Isidro 15076, Peru",-12.102957463485708,-77.059279977652,SAN ISIDRO,Reciclaje
"Las Flores 301, San Isidro 15073, Peru",-12.094370224428928,-77.04699520858507,SAN ISIDRO,RAEE
"13, San Isidro 15046, Peru",-12.091941054260063,-77.02630439263783,SAN ISIDRO,RAEE
"C. Francisco Tamayo 230, San Isidro 15073, Peru",-12.097831910960586,-77.03444534215602,SAN ISIDRO,Reciclaje
"Av. Miguel Cervantes 181, San Isidro 15073, Peru",-12.104816165687488,-77.03949212230859,SAN ISIDRO,Soterrado
"Av. Guardia Civil 991, Lima 15036, Peru",-12.10153000730093,-77.01393442320209,SAN ISIDRO,RAEE
"Los Petirrojos 378, San Isidro 15036, Peru",-12.094858036399332,-77.01561510100733,SAN ISIDRO,RAEE
"Av. José Gálvez Barrenechea 826, San Isidro 15036, Peru",-12.102578608351717,-77.01170495119355,SAN ISIDRO,Reciclaje
"C. Paúl de Beaudiez 227, San Isidro 15076, Peru",-12.105609256264064,-77.0497446819727,SAN ISIDRO,Reciclaje
"Herrerillos 221, Lima 15036, Peru",-12.095401871334229,-77.01523368835585,SAN ISIDRO,RAEE
"Av. Gral. Juan Antonio Pezet 547, San Isidro 15073, Peru",-12.101869943395348,-77.04363439203489,SAN ISIDRO,Aceite usado
"Pezet, San Isidro 15073, Peru",-12.103006437095251,-77.03870146978369,SAN ISIDRO,Superficial
"Country 165, San Isidro 15076, Peru",-12.098285210141816,-77.05071593844978,SAN ISIDRO,RAEE
"Av. Gral. Felipe Salaverry 3231, San Isidro 15076, Peru",-12.099548028378,-77.05627309488419,SAN ISIDRO,Aceite usado
"C. 27 360, Lima 15036, Peru",-12.106389921444688,-77.01525285222739,SAN ISIDRO,Reciclaje
"Av. República de Panamá 3046, San Isidro 15047, Peru",-12.09325794613468,-77.02223102692449,SAN ISIDRO,Reciclaje
"C. Baltazar La Torre 134, Lima 15076, Peru",-12.09291651907861,-77.05148753122167,SAN ISIDRO,Superficial
"Ca. los Ficus 343, Lima 15073, Peru",-12.094011861561953,-77.03897000985262,SAN ISIDRO,RAEE
"Av. Gral. Trinidad Morán 313, Lince 15073, Peru",-12.089521736993571,-77.0359469606864,SAN ISIDRO,Reciclaje
"C. Los Pinos 2554, San Isidro 15073, Peru",-12.090081303780677,-77.03750889117718,SAN ISIDRO,Aceite usado
"Ca. Manuel A.Fuentes 52, San Isidro 15046, Peru",-12.094835460312972,-77.03095056046644,SAN ISIDRO,Superficial
"C. 21 777, Lima 15036, Peru",-12.097511970307384,-77.01498453735533,SAN ISIDRO,Soterrado
"C. Ernesto Plascencia 305, San Isidro 15073, Peru",-12.101128800291836,-77.03775913710462,SAN ISIDRO,Superficial
"Av. Andrés Aramburú 1183, San Isidro 15036, Peru",-12.101739111827484,-77.01698607285037,SAN ISIDRO,Superficial
"Ca. Los Olivos 268, San Isidro 15073, Peru",-12.091988938035982,-77.03561910627597,SAN ISIDRO,Aceite usado
"Av. Gral. Juan Antonio Pezet 860, San Isidro 15073, Peru",-12.101847697915334,-77.0472864977208,SAN ISIDRO,RAEE
"Av. Andrés Aramburú 477, San Isidro 15047, Peru",-12.10250912719315,-77.02579328380571,SAN ISIDRO,Reciclaje
"Av. Gral. Felipe Salaverry 2415, San Isidro 15076, Peru",-12.089893922768482,-77.0513184289515,SAN ISIDRO,Soterrado
"WX59+69R, San Isidro 15046, Peru",-12.091947413280922,-77.0316935519606,SAN ISIDRO,Aceite usado
"Av. Paseo Parodi 405, San Isidro 15046, Peru",-12.093182112755173,-77.03027498079477,SAN ISIDRO,Reciclaje
"C. 20 118, Lima 15036, Peru",-12.096234740277438,-77.01521076007441,SAN ISIDRO,RAEE
"Av. Los Conquistadores 555, San Isidro 15073, Peru",-12.101465497453797,-77.03673046047714,SAN ISIDRO,Aceite usado
"Ca. las Palmeras 310, San Isidro 15073, Peru",-12.093728862101637,-77.03891721246546,SAN ISIDRO,Superficial
"Plataforma Ecológica, Circuito de Playas de, San Isidro 15076, Peru",-12.108946354943434,-77.05816078532783,SAN ISIDRO,Aceite usado
"Av. Felipe Pardo y Aliaga 422, San Isidro 15073, Peru",-12.107361847555042,-77.03663676852915,SAN ISIDRO,RAEE
"Av. Daniel Hernández 170, Lima 15073, Peru",-12.094170386108784,-77.03363720982864,SAN ISIDRO,Soterrado
"C. Olaechea 276, San Isidro 15073, Peru",-12.10417966367319,-77.04461760878576,SAN ISIDRO,Superficial
"Av. Gral. Juan Antonio Pezet 860, San Isidro 15073, Peru",-12.102443557901454,-77.04692361083329,SAN ISIDRO,Superficial
"Ripley, San Isidro 15046, Peru",-12.092297036054044,-77.02314338720917,SAN ISIDRO,Aceite usado
"Manuel Gonzales la Rosa 477, San Isidro 15076, Peru",-12.096267110342476,-77.05729999907554,SAN ISIDRO,Aceite usado
"C. Lizardo Alzamora Oeste 465, San Isidro 15073, Peru",-12.098348992476094,-77.04512930387949,SAN ISIDRO,Reciclaje
"Av. Paseo Parodi 387, Callao 15046, Peru",-12.092662254880487,-77.03019724463566,SAN ISIDRO,Superficial
